=== COLD CERT START 20260211T203909Z ===
pwd: /Users/dcharb/Documents/Kimi_Agent_UFRF, Fel Polynomials, Moonshine
✔ [5782/5818] Built Mathlib.Data.Fintype.Shrink (3.1s)
✔ [5783/5821] Built Mathlib.Data.Finsupp.Interval (3.8s)
✔ [5784/5821] Built Mathlib.Topology.Algebra.Semigroup (3.4s)
✔ [5785/5825] Built Mathlib.Topology.Compactification.StoneCech (3.8s)
✔ [5786/5826] Built Mathlib.RingTheory.MvPowerSeries.Basic (10s)
✔ [5787/5826] Built Mathlib.Topology.Algebra.TopologicallyNilpotent (4.6s)
✔ [5788/5828] Built Mathlib.Combinatorics.Matroid.Minor.Delete (4.3s)
✔ [5789/5828] Built Mathlib.Data.Finsupp.WellFounded (3.7s)
✔ [5790/5829] Built Mathlib.Combinatorics.SimpleGraph.Subgraph (8.4s)
✔ [5791/5829] Built Mathlib.Combinatorics.HalesJewett (4.4s)
✔ [5792/5829] Built Mathlib.Combinatorics.Hindman (4.4s)
✔ [5793/5830] Built Mathlib.Combinatorics.Optimization.ValuedCSP (4.0s)
✔ [5794/5830] Built Mathlib.Combinatorics.Quiver.Subquiver (1.9s)
✔ [5795/5831] Built Mathlib.Combinatorics.SimpleGraph.Walk (12s)
✔ [5796/5831] Built Mathlib.RingTheory.MvPowerSeries.Trunc (3.0s)
✔ [5797/5832] Built Mathlib.RingTheory.MvPowerSeries.Order (5.3s)
✔ [5798/5832] Built Mathlib.Combinatorics.Matroid.Sum (10s)
✔ [5799/5833] Built Mathlib.Data.Finsupp.MonomialOrder (4.6s)
✔ [5800/5833] Built Mathlib.Combinatorics.Matroid.Minor.Contract (5.3s)
✔ [5801/5833] Built Mathlib.Combinatorics.Quiver.ConnectedComponent (3.0s)
✔ [5802/5834] Built Mathlib.Combinatorics.Quiver.Covering (3.6s)
✔ [5803/5834] Built Mathlib.RingTheory.PowerSeries.Basic (7.9s)
✔ [5804/5834] Built Mathlib.Combinatorics.Quiver.Arborescence (2.5s)
✔ [5805/5834] Built Mathlib.Combinatorics.Quiver.Path.Decomposition (2.3s)
✔ [5806/5834] Built Mathlib.Combinatorics.SimpleGraph.Regularity.Chunk (19s)
✔ [5807/5834] Built Mathlib.Combinatorics.SimpleGraph.Operations (6.8s)
✔ [5808/5834] Built Mathlib.Combinatorics.SimpleGraph.Copy (6.6s)
✔ [5809/5834] Built Mathlib.Combinatorics.SimpleGraph.Connectivity.WalkDecomp (3.4s)
✔ [5810/5837] Built Mathlib.Combinatorics.Quiver.Path.Vertices (2.9s)
✔ [5811/5838] Built Mathlib.RingTheory.MvPowerSeries.PiTopology (4.3s)
✔ [5812/5838] Built Mathlib.Combinatorics.Quiver.Path.Weight (3.2s)
✔ [5813/5844] Built Mathlib.Combinatorics.Matroid.Minor.Order (3.5s)
✔ [5814/5845] Built Mathlib.Combinatorics.Schnirelmann (4.0s)
✔ [5815/5847] Built Mathlib.Data.Finsupp.MonomialOrder.DegLex (5.5s)
✔ [5816/5849] Built Mathlib.RingTheory.MvPolynomial.MonomialOrder (6.2s)
✔ [5817/5850] Built Mathlib.RingTheory.PowerSeries.Order (5.2s)
✔ [5818/5850] Built Mathlib.RingTheory.PowerSeries.Trunc (5.5s)
✔ [5819/5852] Built Mathlib.Combinatorics.SetFamily.Compression.Down (3.6s)
✔ [5820/5852] Built Mathlib.Order.Irreducible (3.6s)
✔ [5821/5854] Built Mathlib.Combinatorics.SimpleGraph.Paths (6.4s)
✔ [5822/5854] Built Mathlib.Combinatorics.SetFamily.Intersecting (3.7s)
✔ [5823/5854] Built Mathlib.Order.Booleanisation (4.9s)
✔ [5824/5857] Built Mathlib.Combinatorics.SetFamily.Shatter (2.8s)
✔ [5825/5857] Built Mathlib.Combinatorics.SimpleGraph.Regularity.Increment (8.2s)
✔ [5826/5871] Built Mathlib.RingTheory.MvPolynomial.MonomialOrder.DegLex (3.8s)
✔ [5827/5873] Built Mathlib.Combinatorics.SetFamily.HarrisKleitman (3.2s)
✔ [5828/5874] Built Mathlib.RingTheory.PowerSeries.PiTopology (4.3s)
✔ [5829/5874] Built Mathlib.Data.Set.Sups (8.4s)
✔ [5830/5874] Built Mathlib.RingTheory.MvPolynomial.Groebner (6.8s)
✔ [5831/5874] Built Mathlib.Order.Birkhoff (4.4s)
✔ [5832/5878] Built Mathlib.Data.Setoid.Partition (3.3s)
✔ [5833/5879] Built Mathlib.Combinatorics.SimpleGraph.Connectivity.Connected (5.1s)
✔ [5834/5879] Built Mathlib.Combinatorics.SetFamily.Kleitman (3.4s)
✔ [5835/5879] Built Mathlib.Combinatorics.SimpleGraph.Finsubgraph (4.0s)
✔ [5836/5879] Built Mathlib.Combinatorics.SimpleGraph.Regularity.Lemma (5.1s)
✔ [5837/5879] Built Mathlib.Data.Set.Card.Arithmetic (4.5s)
✔ [5838/5879] Built Mathlib.Combinatorics.SimpleGraph.Hamiltonian (3.9s)
✔ [5839/5880] Built Mathlib.Combinatorics.Nullstellensatz (5.5s)
✔ [5840/5882] Built Mathlib.Combinatorics.Enumerative.Partition.GenFun (7.1s)
✔ [5841/5884] Built Mathlib.Combinatorics.SimpleGraph.Ends.Defs (3.0s)
✔ [5842/5884] Built Mathlib.Combinatorics.SimpleGraph.Clique (9.2s)
✔ [5843/5885] Built Mathlib.Combinatorics.SimpleGraph.Metric (3.7s)
✔ [5844/5885] Built Mathlib.Combinatorics.SimpleGraph.Extremal.Basic (9.8s)
✔ [5845/5885] Built Mathlib.Data.Finset.Sups (8.1s)
✔ [5846/5885] Built Mathlib.Combinatorics.SimpleGraph.LineGraph (2.7s)
✔ [5847/5887] Built Mathlib.Combinatorics.SimpleGraph.Acyclic (3.5s)
✔ [5848/5887] Built Mathlib.Combinatorics.SimpleGraph.IncMatrix (3.2s)
✔ [5849/5887] Built Mathlib.Combinatorics.SimpleGraph.Path (2.9s)
✔ [5850/5887] Built Mathlib.Combinatorics.SimpleGraph.Connectivity.WalkCounting (3.9s)
✔ [5851/5887] Built Mathlib.Combinatorics.SimpleGraph.Ends.Properties (3.2s)
✔ [5852/5887] Built Mathlib.Combinatorics.SimpleGraph.Connectivity.Subgraph (9.1s)
✔ [5853/5887] Built Mathlib.Combinatorics.SimpleGraph.Extremal.Turan (5.5s)
✔ [5854/5887] Built Mathlib.Combinatorics.SimpleGraph.Diam (3.7s)
✔ [5855/5889] Built Mathlib.Combinatorics.SimpleGraph.Coloring (5.9s)
✔ [5856/5889] Built Mathlib.Combinatorics.SimpleGraph.Prod (4.7s)
✔ [5857/5889] Built Mathlib.Combinatorics.SimpleGraph.Extremal.TuranDensity (4.9s)
✔ [5858/5889] Built Mathlib.Combinatorics.SimpleGraph.Triangle.Counting (5.8s)
✔ [5859/5889] Built Mathlib.Combinatorics.SimpleGraph.Triangle.Basic (6.5s)
✔ [5860/5889] Built Mathlib.Combinatorics.SimpleGraph.Trails (3.8s)
✔ [5861/5889] Built Mathlib.Combinatorics.SimpleGraph.Girth (3.8s)
✔ [5862/5891] Built Mathlib.Combinatorics.SimpleGraph.Turan (2.8s)
✔ [5863/5891] Built Mathlib.Combinatorics.SetFamily.AhlswedeZhang (6.3s)
✔ [5864/5891] Built Mathlib.Combinatorics.SimpleGraph.AdjMatrix (4.1s)
✔ [5865/5891] Built Mathlib.Combinatorics.SetFamily.FourFunctions (8.8s)
✔ [5866/5891] Built Mathlib.Combinatorics.SetFamily.Shadow (8.6s)
✔ [5867/5891] Built Mathlib.Combinatorics.SimpleGraph.Connectivity.Represents (4.5s)
✔ [5868/5892] Built Mathlib.Combinatorics.SimpleGraph.Partition (3.3s)
✔ [5869/5892] Built Mathlib.Combinatorics.SimpleGraph.Sum (3.0s)
✔ [5870/5896] Built Mathlib.Combinatorics.SimpleGraph.Hasse (3.1s)
✔ [5871/5896] Built Mathlib.Combinatorics.SimpleGraph.Bipartite (4.3s)
✔ [5872/5896] Built Mathlib.Combinatorics.Young.YoungDiagram (3.9s)
✔ [5873/5896] Built Mathlib.Combinatorics.SimpleGraph.StronglyRegular (3.8s)
✔ [5874/5899] Built Mathlib.Combinatorics.SetFamily.LYM (4.0s)
✔ [5875/5899] Built Mathlib.Combinatorics.SimpleGraph.Triangle.Tripartite (6.3s)
✔ [5876/5901] Built Mathlib.Combinatorics.SetFamily.Compression.UV (5.1s)
✔ [5877/5901] Built Mathlib.Data.Nat.PSub (3.3s)
✔ [5878/5902] Built Mathlib.Combinatorics.SimpleGraph.LapMatrix (7.3s)
✔ [5879/5903] Built Mathlib.Combinatorics.Young.SemistandardTableau (3.3s)
✔ [5880/5907] Built Mathlib.Computability.Primrec (6.3s)
✔ [5881/5907] Built Mathlib.Combinatorics.SimpleGraph.Circulant (4.6s)
✔ [5882/5910] Built Mathlib.Combinatorics.SimpleGraph.CompleteMultipartite (6.2s)
✔ [5883/5911] Built Mathlib.Combinatorics.SimpleGraph.Triangle.Removal (9.0s)
✔ [5884/5911] Built Mathlib.Data.Num.Basic (1.5s)
✔ [5885/5911] Built Mathlib.Combinatorics.SimpleGraph.Matching (14s)
✔ [5886/5912] Built Mathlib.Data.Nat.Size (2.8s)
✔ [5887/5912] Built Mathlib.Computability.Language (4.5s)
✔ [5888/5912] Built Mathlib.Combinatorics.SetFamily.KruskalKatona (4.8s)
✔ [5889/5914] Built Mathlib.Data.List.ReduceOption (3.5s)
✔ [5890/5914] Built Mathlib.Combinatorics.Extremal.RuzsaSzemeredi (7.5s)
✔ [5891/5915] Built Mathlib.Computability.Partrec (6.1s)
✔ [5892/5915] Built Mathlib.Combinatorics.SimpleGraph.ConcreteColorings (5.9s)
✔ [5893/5916] Built Mathlib.Data.Num.Bitwise (4.2s)
✔ [5894/5916] Built Mathlib.Combinatorics.SimpleGraph.UniversalVerts (3.7s)
✔ [5895/5919] Built Mathlib.Computability.AkraBazzi.GrowsPolynomially (10s)
✔ [5896/5920] Built Mathlib.Combinatorics.SimpleGraph.Hall (4.7s)
✔ [5897/5920] Built Mathlib.Computability.DFA (3.3s)
✔ [5898/5920] Built Mathlib.Computability.ContextFreeGrammar (3.4s)
✔ [5899/5921] Built Mathlib.Combinatorics.Additive.Corner.Roth (8.4s)
✔ [5900/5921] Built Mathlib.Computability.Tape (3.8s)
✔ [5901/5925] Built Mathlib.Computability.RegularExpressions (3.8s)
✔ [5902/5930] Built Mathlib.Computability.MyhillNerode (2.9s)
✔ [5903/5931] Built Mathlib.Computability.NFA (3.8s)
✔ [5904/5934] Built Mathlib.Computability.TuringDegree (3.4s)
✔ [5905/5934] Built Mathlib.Data.Num.Lemmas (6.7s)
✔ [5906/5944] Built Mathlib.Topology.Separation.Profinite (3.8s)
✔ [5907/5946] Built Mathlib.Topology.Category.CompHausLike.Basic (4.5s)
✔ [5908/5946] Built Mathlib.Computability.PostTuringMachine (5.9s)
✔ [5909/5951] Built Mathlib.Topology.ExtremallyDisconnected (3.5s)
✔ [5910/5951] Built Mathlib.Computability.EpsilonNFA (4.6s)
✔ [5911/5953] Built Mathlib.Computability.Encoding (3.3s)
✔ [5912/5956] Built Mathlib.Combinatorics.SimpleGraph.FiveWheelLike (16s)
✔ [5913/5959] Built Mathlib.Computability.PartrecCode (12s)
✔ [5914/5959] Built Mathlib.Topology.DiscreteQuotient (3.9s)
✔ [5915/5959] Built Mathlib.Topology.Category.CompHausLike.Limits (4.2s)
✔ [5916/5960] Built Mathlib.Topology.Category.TopCat.Limits.Cofiltered (2.9s)
✔ [5917/5960] Built Mathlib.Topology.ClopenBox (3.0s)
✔ [5918/5963] Built Mathlib.Topology.Category.CompHaus.Basic (4.0s)
✔ [5919/5964] Built Mathlib.Topology.Category.TopCat.Yoneda (3.6s)
✔ [5920/5964] Built Mathlib.Logic.Function.FiberPartition (2.5s)
✔ [5921/5968] Built Mathlib.Computability.Halting (3.4s)
✔ [5922/5968] Built Mathlib.Computability.TuringMachine (5.3s)
✔ [5923/5968] Built Mathlib.Topology.Category.CompHausLike.SigmaComparison (3.3s)
✔ [5924/5968] Built Mathlib.Computability.Ackermann (4.0s)
✔ [5925/5979] Built Mathlib.Combinatorics.SimpleGraph.Tutte (15s)
✔ [5926/5979] Built Mathlib.Topology.Category.CompHausLike.EffectiveEpi (3.6s)
✔ [5927/5983] Built Mathlib.Topology.Category.CompHaus.Projective (3.8s)
✔ [5928/5987] Built Mathlib.Topology.FiberPartition (3.1s)
✔ [5929/5988] Built Mathlib.Topology.Category.CompHaus.Limits (3.6s)
✔ [5930/5990] Built Mathlib.Topology.Category.Profinite.Basic (5.1s)
✔ [5931/5991] Built Mathlib.Topology.Category.Sequential (3.3s)
✔ [5932/5991] Built Mathlib.Computability.AkraBazzi.SumTransform (19s)
✔ [5933/5991] Built Mathlib.Computability.Reduce (3.6s)
✔ [5934/5991] Built Mathlib.Computability.TMComputable (3.6s)
✔ [5935/5991] Built Mathlib.Control.Bitraversable.Basic (2.4s)
✔ [5936/5991] Built Mathlib.Computability.TMConfig (5.9s)
✔ [5937/5993] Built Mathlib.Topology.Compactification.OnePoint.Basic (4.2s)
✔ [5938/5993] Built Mathlib.Control.Traversable.Lemmas (2.0s)
✔ [5939/5993] Built Mathlib.Topology.LocallyConstant.Algebra (7.2s)
✔ [5940/5993] Built Mathlib.Topology.Category.CompHaus.EffectiveEpi (4.4s)
✔ [5941/5995] Built Mathlib.Control.EquivFunctor.Instances (2.6s)
✔ [5942/5995] Built Mathlib.Topology.Category.Stonean.Basic (4.3s)
✔ [5943/5998] Built Mathlib.Topology.Category.Profinite.Limits (3.8s)
✔ [5944/5998] Built Mathlib.Topology.Category.Profinite.AsLimit (3.9s)
✔ [5945/5998] Built Mathlib.Control.Bitraversable.Lemmas (2.7s)
✔ [5946/6000] Built Mathlib.Topology.Category.Profinite.CofilteredLimit (4.0s)
✔ [5947/6000] Built Mathlib.Data.Nat.Upto (2.3s)
✔ [5948/6000] Built Mathlib.Topology.Compactness.CompactlyGeneratedSpace (4.7s)
✔ [5949/6000] Built Mathlib.Control.Lawful (2.2s)
✔ [5950/6002] Built Mathlib.Control.Traversable.Instances (3.9s)
✔ [5951/6002] Built Mathlib.Data.Fin.Fin2 (3.7s)
✔ [5952/6002] Built Mathlib.Condensed.Basic (4.0s)
✔ [5953/6002] Built Mathlib.Control.Bitraversable.Instances (3.4s)
✔ [5954/6002] Built Mathlib.Computability.TMToPartrec (6.2s)
✔ [5955/6002] Built Mathlib.Topology.Category.Stonean.Limits (4.6s)
✔ [5956/6002] Built Mathlib.Topology.Category.Profinite.EffectiveEpi (4.4s)
✔ [5957/6002] Built Mathlib.Control.Fix (2.5s)
✔ [5958/6002] Built Mathlib.Control.Monad.Writer (2.3s)
✔ [5959/6004] Built Mathlib.Control.Fold (3.3s)
✔ [5960/6004] Built Mathlib.Topology.Category.CompactlyGenerated (4.4s)
✔ [5961/6004] Built Mathlib.Topology.Category.Profinite.Extend (5.4s)
✔ [5962/6006] Built Mathlib.Condensed.Functors (4.3s)
✔ [5963/6007] Built Mathlib.Condensed.TopComparison (4.6s)
✔ [5964/6008] Built Mathlib.Topology.Category.LightProfinite.Basic (6.7s)
✔ [5965/6008] Built Mathlib.Condensed.CartesianClosed (3.8s)
✔ [5966/6009] Built Mathlib.Data.TypeVec (6.0s)
✔ [5967/6009] Built Mathlib.Condensed.Module (4.2s)
✔ [5968/6009] Built Mathlib.Control.Traversable.Equiv (2.1s)
✔ [5969/6010] Built Mathlib.Control.Monad.Cont (2.5s)
✔ [5970/6011] Built Mathlib.Topology.Category.Stonean.EffectiveEpi (3.9s)
✔ [5971/6011] Built Mathlib.Control.LawfulFix (3.1s)
✔ [5972/6011] Built Mathlib.Data.Array.Extract (1.4s)
✔ [5973/6011] Built Mathlib.Data.Analysis.Filter (3.8s)
✔ [5974/6012] Built Mathlib.Topology.Category.LightProfinite.Sequence (3.7s)
✔ [5975/6013] Built Mathlib.Computability.AkraBazzi.AkraBazzi (16s)
✔ [5976/6013] Built Mathlib.Data.BitVec (2.0s)
✔ [5977/6013] Built Mathlib.Data.Bool.AllAny (989ms)
✔ [5978/6014] Built Mathlib.Control.Functor.Multivariate (3.1s)
✔ [5979/6015] Built Mathlib.Condensed.TopCatAdjunction (4.9s)
✔ [5980/6017] Built Mathlib.Topology.Category.LightProfinite.Limits (3.0s)
✔ [5981/6017] Built Mathlib.Topology.Category.LightProfinite.AsLimit (4.4s)
✔ [5982/6017] Built Mathlib.Control.ULiftable (2.8s)
✔ [5983/6017] Built Mathlib.Condensed.Limits (4.1s)
✔ [5984/6018] Built Mathlib.Data.Char (2.1s)
✔ [5985/6018] Built Mathlib.Data.Bool.Count (3.6s)
✔ [5986/6018] Built Mathlib.Data.Analysis.Topology (3.8s)
✔ [5987/6019] Built Mathlib.Condensed.Equivalence (4.3s)
✔ [5988/6020] Built Mathlib.Data.Complex.Cardinality (3.7s)
✔ [5989/6020] Built Mathlib.Data.Complex.Exponential (3.5s)
✔ [5990/6020] Built Mathlib.Data.Complex.FiniteDimensional (3.7s)
✔ [5991/6020] Built Mathlib.Data.Complex.ExponentialBounds (3.9s)
✔ [5992/6021] Built Mathlib.Topology.Category.LightProfinite.EffectiveEpi (3.7s)
✔ [5993/6022] Built Mathlib.Data.Complex.Norm (3.5s)
✔ [5994/6022] Built Mathlib.Topology.Category.LightProfinite.Extend (4.8s)
✔ [5995/6022] Built Mathlib.Control.Random (2.9s)
✔ [5996/6023] Built Mathlib.Data.Complex.Order (3.1s)
✔ [5997/6024] Built Mathlib.Data.Complex.Trigonometric (3.0s)
✔ [5998/6025] Built Mathlib.Data.DFinsupp.FiniteInfinite (2.5s)
✔ [5999/6026] Built Mathlib.Condensed.Solid (3.8s)
✔ [6000/6027] Built Mathlib.Condensed.Explicit (4.1s)
✔ [6001/6030] Built Mathlib.Condensed.Epi (4.8s)
✔ [6002/6030] Built Mathlib.Data.DFinsupp.Interval (3.6s)
✔ [6003/6031] Built Mathlib.Data.DList.Instances (2.5s)
✔ [6004/6032] Built Mathlib.Data.DFinsupp.Notation (3.1s)
✔ [6005/6032] Built Mathlib.Condensed.Light.Basic (4.1s)
✔ [6006/6032] Built Mathlib.Data.DFinsupp.Multiset (3.7s)
✔ [6007/6032] Built Mathlib.Data.ENNReal.Order (2.0s)
✔ [6008/6032] Built Mathlib.Condensed.Light.Instances (4.8s)
✔ [6009/6032] Built Mathlib.Condensed.AB (6.4s)
✔ [6010/6032] Built Mathlib.Data.ENat.BigOperators (2.9s)
✔ [6011/6032] Built Mathlib.Data.Erased (1.8s)
✔ [6012/6036] Built Mathlib.Data.Semiquot (2.2s)
✔ [6013/6036] Built Mathlib.Data.Fin.FlagRange (2.3s)
✔ [6014/6037] Built Mathlib.Data.Fin.Pigeonhole (2.4s)
✔ [6015/6038] Built Mathlib.Data.Fin.Tuple.BubbleSortInduction (2.7s)
✔ [6016/6039] Built Mathlib.Logic.Function.FromTypes (2.5s)
✔ [6017/6041] Built Mathlib.Condensed.Light.Small (3.5s)
✔ [6018/6041] Built Mathlib.Condensed.Light.TopComparison (3.6s)
✔ [6019/6041] Built Mathlib.Condensed.Light.Functors (3.6s)
✔ [6020/6041] Built Mathlib.Condensed.Light.CartesianClosed (3.8s)
✔ [6021/6041] Built Mathlib.Condensed.Discrete.Basic (3.8s)
✔ [6022/6045] Built Mathlib.Data.FP.Basic (2.0s)
✔ [6023/6048] Built Mathlib.Data.Fin.Tuple.Embedding (2.0s)
✔ [6024/6049] Built Mathlib.Data.Fin.Tuple.Take (2.8s)
✔ [6025/6050] Built Mathlib.Condensed.Light.Module (5.1s)
✔ [6026/6050] Built Mathlib.Data.List.Lookmap (1.3s)
✔ [6027/6050] Built Mathlib.Logic.Function.OfArity (2.6s)
✔ [6028/6051] Built Mathlib.Data.Finite.Vector (2.5s)
✔ [6029/6051] Built Mathlib.Data.Finite.Perm (2.8s)
✔ [6030/6052] Built Mathlib.Data.FinEnum (3.7s)
✔ [6031/6052] Built Mathlib.Data.Multiset.Functor (2.6s)
✔ [6032/6053] Built Mathlib.Data.Finset.Lattice.Pi (2.9s)
✔ [6033/6053] Built Mathlib.Data.Finset.NatDivisors (2.9s)
✔ [6034/6054] Built Mathlib.Condensed.Light.TopCatAdjunction (5.2s)
✔ [6035/6055] Built Mathlib.Condensed.Light.Explicit (4.2s)
✔ [6036/6056] Built Mathlib.Data.Fin.Tuple.Curry (3.1s)
✔ [6037/6057] Built Mathlib.Data.Finset.PImage (4.1s)
✔ [6038/6058] Built Mathlib.Condensed.Light.Limits (4.5s)
✔ [6039/6059] Built Mathlib.Data.List.Sigma (4.4s)
✔ [6040/6059] Built Mathlib.Data.Finset.PiInduction (3.3s)
✔ [6041/6060] Built Mathlib.Data.FinEnum.Option (3.1s)
✔ [6042/6060] Built Mathlib.Data.Finset.Functor (3.1s)
✔ [6043/6061] Built Mathlib.Condensed.Discrete.LocallyConstant (7.3s)
✔ [6044/6062] Built Mathlib.Data.Finsupp.BigOperators (2.6s)
✔ [6045/6062] Built Mathlib.Data.Finsupp.NeLocus (2.7s)
✔ [6046/6062] Built Mathlib.Data.Finsupp.PWO (2.6s)
✔ [6047/6062] Built Mathlib.Data.Fintype.WithTopBot (2.6s)
✔ [6048/6065] Built Mathlib.Data.Finsupp.PointwiseSMul (3.0s)
✔ [6049/6066] Built Mathlib.Data.Finsupp.Pointwise (3.3s)
✔ [6050/6067] Built Mathlib.Data.Int.AbsoluteValue (2.7s)
✔ [6051/6068] Built Mathlib.Data.List.AList (3.3s)
✔ [6052/6069] Built Mathlib.Data.Holor (3.5s)
✔ [6053/6070] Built Mathlib.Data.Int.Bitwise (3.2s)
✔ [6054/6070] Built Mathlib.Condensed.Light.Epi (5.5s)
✔ [6055/6071] Built Mathlib.Data.Int.Order.Lemmas (2.9s)
✔ [6056/6071] Built Mathlib.Data.Int.NatPrime (2.8s)
✔ [6057/6071] Built Mathlib.Data.Int.Star (2.4s)
✔ [6058/6071] Built Mathlib.Data.List.Indexes (1.1s)
✔ [6059/6073] Built Mathlib.Data.List.ChainOfFn (3.1s)
✔ [6060/6073] Built Mathlib.Data.List.DropRight (2.0s)
✔ [6061/6074] Built Mathlib.Data.Int.CardIntervalMod (4.9s)
✔ [6062/6075] Built Mathlib.Data.List.Enum (2.3s)
✔ [6063/6076] Built Mathlib.Data.Finsupp.AList (3.4s)
✔ [6064/6077] Built Mathlib.Data.List.ModifyLast (936ms)
✔ [6065/6080] Built Mathlib.Data.Finmap (4.2s)
✔ [6066/6080] Built Mathlib.Data.Int.Lemmas (2.9s)
✔ [6067/6080] Built Mathlib.Data.List.InsertNth (2.4s)
✔ [6068/6081] Built Mathlib.Data.List.Intervals (2.8s)
✔ [6069/6082] Built Mathlib.Data.List.Map2 (2.9s)
✔ [6070/6083] Built Mathlib.Condensed.Light.AB (4.7s)
✔ [6071/6085] Built Mathlib.Data.List.Palindrome (2.6s)
✔ [6072/6085] Built Mathlib.Data.List.Sections (2.2s)
✔ [6073/6086] Built Mathlib.Data.List.SplitLengths (2.3s)
✔ [6074/6087] Built Mathlib.Data.List.SplitBy (2.7s)
✔ [6075/6089] Built Mathlib.Condensed.Discrete.Colimit (10s)
✔ [6076/6089] Built Mathlib.Data.List.SplitOn (2.6s)
✔ [6077/6090] Built Mathlib.Data.List.Shortlex (3.3s)
✔ [6078/6091] Built Mathlib.Data.Matrix.Auto (2.8s)
✔ [6079/6092] Built Mathlib.Data.Matrix.Action (3.7s)
✔ [6080/6094] Built Mathlib.Data.Matrix.Bilinear (4.1s)
✔ [6081/6094] Built Mathlib.Data.Matrix.ColumnRowPartitioned (4.0s)
✔ [6082/6094] Built Mathlib.Data.Multiset.Pairwise (2.7s)
✔ [6083/6098] Built Mathlib.Data.Matrix.DualNumber (3.8s)
✔ [6084/6098] Built Mathlib.Data.Multiset.Interval (3.2s)
✔ [6085/6099] Built Mathlib.Data.NNRat.BigOperators (3.3s)
✔ [6086/6100] Built Mathlib.Data.Multiset.DershowitzManna (4.0s)
✔ [6087/6101] Built Mathlib.Condensed.Discrete.Module (15s)
✔ [6088/6101] Built Mathlib.Data.NNRat.Lemmas (2.7s)
✔ [6089/6102] Built Mathlib.Data.Nat.Cast.Synonym (2.2s)
✔ [6090/6103] Built Mathlib.Data.NNRat.Floor (4.3s)
✔ [6091/6104] Built Mathlib.Data.Nat.Cast.SetInterval (2.8s)
✔ [6092/6105] Built Mathlib.Data.Nat.Prime.Factorial (2.9s)
✔ [6093/6106] Built Mathlib.Data.Nat.ChineseRemainder (3.3s)
✔ [6094/6106] Built Mathlib.Data.Nat.Digits.Div (3.3s)
✔ [6095/6106] Built Mathlib.Data.Nat.Factorial.NatCast (3.3s)
✔ [6096/6109] Built Mathlib.Data.Nat.Dist (3.6s)
✔ [6097/6112] Built Mathlib.Data.Nat.Choose.Lucas (4.3s)
✔ [6098/6112] Built Mathlib.Data.Nat.GCD.Prime (2.8s)
✔ [6099/6115] Built Mathlib.Data.Nat.Factorization.Root (3.6s)
✔ [6100/6117] Built Mathlib.Data.Nat.Fib.Zeckendorf (3.5s)
✔ [6101/6122] Built Mathlib.Data.Ordering.Lemmas (1.4s)
✔ [6102/6123] Built Mathlib.Data.Nat.Nth (3.8s)
✔ [6103/6123] Built Mathlib.Data.Nat.Hyperoperation (3.0s)
✔ [6104/6124] Built Mathlib.Data.Nat.Choose.Dvd (3.3s)
✔ [6105/6125] Built Mathlib.Data.Nat.PartENat (4.0s)
✔ [6106/6126] Built Mathlib.Data.PFunctor.Univariate.Basic (3.5s)
✔ [6107/6126] Built Mathlib.NumberTheory.PowModTotient (4.9s)
✔ [6108/6127] Built Mathlib.Data.Ordmap.Ordnode (4.6s)
✔ [6109/6127] Built Mathlib.Data.PNat.Factors (3.5s)
✔ [6110/6128] Built Mathlib.Data.PNat.Find (3.2s)
✔ [6111/6128] Built Mathlib.Data.Nat.Prime.Nth (3.3s)
✔ [6112/6128] Built Mathlib.Data.PNat.Interval (3.4s)
✔ [6113/6138] Built Mathlib.Data.PNat.Order (2.6s)
✔ [6114/6139] Built Mathlib.Data.Num.ZNum (7.5s)
✔ [6115/6139] Built Mathlib.Condensed.Discrete.Characterization (10s)
✔ [6116/6140] Built Mathlib.Data.PNat.Xgcd (3.4s)
✔ [6117/6142] Built Mathlib.Data.PFunctor.Univariate.M (3.6s)
✔ [6118/6142] Built Mathlib.Data.PSigma.Order (3.3s)
✔ [6119/6143] Built Mathlib.Data.PFunctor.Multivariate.Basic (3.4s)
✔ [6120/6144] Built Mathlib.Data.Pi.Interval (3.8s)
✔ [6121/6144] Built Mathlib.Data.Nat.PowModTotient (4.3s)
✔ [6122/6144] Built Mathlib.Data.Rat.Denumerable (2.8s)
✔ [6123/6144] Built Mathlib.Data.Rat.Cast.OfScientific (3.4s)
✔ [6124/6145] Built Mathlib.Data.Num.Prime (3.2s)
✔ [6125/6146] Built Mathlib.Data.Rat.NatSqrt.Defs (3.1s)
✔ [6126/6147] Built Mathlib.Data.Ordmap.Invariants (5.7s)
✔ [6127/6147] Built Mathlib.Data.QPF.Univariate.Basic (3.3s)
✔ [6128/6148] Built Mathlib.Data.Rat.Star (3.9s)
✔ [6129/6148] Built Mathlib.Data.Real.Cardinality (3.7s)
✔ [6130/6149] Built Mathlib.Data.QPF.Multivariate.Basic (3.1s)
✔ [6131/6150] Built Mathlib.Data.PFunctor.Multivariate.W (3.4s)
✔ [6132/6150] Built Mathlib.Data.Real.EReal (2.0s)
✔ [6133/6150] Built Mathlib.Data.PFunctor.Multivariate.M (3.6s)
✔ [6134/6150] Built Mathlib.Data.Real.CompleteField (3.7s)
✔ [6135/6150] Built Mathlib.Data.Rat.NatSqrt.Real (4.0s)
✔ [6136/6150] Built Mathlib.Data.Real.Hyperreal (4.2s)
