=== COLD CERT START 20260211T215731Z ===
pwd: /Users/dcharb/Documents/Kimi_Agent_UFRF, Fel Polynomials, Moonshine
✔ [6930/6950] Built Mathlib.NumberTheory.Zsqrtd.ToReal (2.5s)
✔ [6931/6951] Built Mathlib.NumberTheory.Wilson (2.8s)
✔ [6932/6951] Built Mathlib.Order.Bounded (2.0s)
✔ [6933/6951] Built Mathlib.Order.Bounds.Lattice (1.9s)
✔ [6934/6952] Built Mathlib.NumberTheory.RamificationInertia.Unramified (4.0s)
✔ [6935/6952] Built Mathlib.Order.BourbakiWitt (2.3s)
✔ [6936/6952] Built Mathlib.NumberTheory.Padics.Hensel (13s)
✔ [6937/6955] Built Mathlib.NumberTheory.Zsqrtd.QuadraticReciprocity (3.7s)
✔ [6938/6955] Built Mathlib.NumberTheory.WellApproximable (6.3s)
✔ [6939/6955] Built Mathlib.NumberTheory.Transcendental.Liouville.Residual (3.2s)
✔ [6940/6956] Built Mathlib.Order.Category.CompleteLat (2.6s)
✔ [6941/6957] Built Mathlib.NumberTheory.Transcendental.Liouville.LiouvilleWith (3.7s)
✔ [6942/6958] Built Mathlib.NumberTheory.Transcendental.Liouville.LiouvilleNumber (3.7s)
✔ [6943/6958] Built Mathlib.Order.Category.FinBddDistLat (3.2s)
✔ [6944/6958] Built Mathlib.Order.Category.OmegaCompletePartialOrder (2.3s)
✔ [6945/6958] Built Mathlib.Order.Category.Frm (2.5s)
✔ [6946/6961] Built Mathlib.NumberTheory.Padics.AddChar (6.0s)
✔ [6947/6962] Built Mathlib.Order.Chain (1.0s)
✔ [6948/6962] Built Mathlib.Order.Comparable (2.1s)
✔ [6949/6965] Built Mathlib.Order.Circular.ZMod (2.3s)
✔ [6950/6966] Built Mathlib.NumberTheory.SumTwoSquares (5.1s)
✔ [6951/6967] Built Mathlib.Order.Concept (2.4s)
✔ [6952/6970] Built Mathlib.NumberTheory.Transcendental.Liouville.Measure (4.2s)
✔ [6953/6970] Built Mathlib.Order.Extension.Linear (1.8s)
✔ [6954/6971] Built Mathlib.Order.CompleteSublattice (3.2s)
✔ [6955/6972] Built Mathlib.Order.Category.PartOrdEmb (4.8s)
✔ [6956/6972] Built Mathlib.SetTheory.Ordinal.Rank (2.0s)
✔ [6957/6973] Built Mathlib.Order.Category.FinBoolAlg (4.3s)
✔ [6958/6973] Built Mathlib.RingTheory.Ideal.Norm.RelNorm (13s)
✔ [6959/6975] Built Mathlib.Order.Filter.AtTopBot.Interval (3.2s)
✔ [6960/6975] Built Mathlib.Order.Filter.ListTraverse (2.4s)
✔ [6961/6976] Built Mathlib.Order.Fin.Finset (2.4s)
✔ [6962/6977] Built Mathlib.Order.Filter.Partial (2.9s)
✔ [6963/6978] Built Mathlib.Order.Heyting.Boundary (2.5s)
✔ [6964/6979] Built Mathlib.Order.CompleteLattice.SetLike (2.0s)
✔ [6965/6980] Built Mathlib.Order.Height (2.0s)
✔ [6966/6981] Built Mathlib.Order.Filter.CardinalInter (3.8s)
✔ [6967/6982] Built Mathlib.Order.Extension.Well (2.6s)
✔ [6968/6984] Built Mathlib.Order.Interval.Lex (2.3s)
✔ [6969/6984] Built Mathlib.Order.Interval.Set.SurjOn (2.1s)
✔ [6970/6987] Built Mathlib.Order.Heyting.Regular (2.7s)
✔ [6971/6988] Built Mathlib.Order.Lattice.Congruence (2.5s)
✔ [6972/6990] Built Mathlib.Order.KonigLemma (2.8s)
✔ [6973/6991] Built Mathlib.Order.Monotone.MonovaryOrder (2.7s)
✔ [6974/6992] Built Mathlib.Order.PFilter (2.4s)
✔ [6975/6992] Built Mathlib.Order.Rel.GaloisConnection (1.7s)
✔ [6976/6993] Built Mathlib.Order.Partition.Basic (2.0s)
✔ [6977/6994] Built Mathlib.Order.Nucleus (3.8s)
✔ [6978/6994] Built Mathlib.Order.Set (1.9s)
✔ [6979/6994] Built Mathlib.Order.ScottContinuity.Prod (2.7s)
✔ [6980/6994] Built Mathlib.Order.TeichmullerTukey (2.0s)
✔ [6981/6995] Built Mathlib.Order.SuccPred.Tree (2.2s)
✔ [6982/7000] Built Mathlib.Order.UpperLower.Hom (2.1s)
✔ [6983/7007] Built Mathlib.Order.UpperLower.LocallyFinite (1.8s)
✔ [6984/7008] Built Mathlib.Order.PrimeIdeal (2.3s)
✔ [6985/7026] Built Mathlib.Order.UpperLower.Relative (1.7s)
✔ [6986/7035] Built Mathlib.Order.UpperLower.Prod (2.3s)
✔ [6987/7038] Built Mathlib.Order.ScottContinuity.Complete (1.8s)
✔ [6988/7046] Built Mathlib.Order.Filter.Cocardinal (5.4s)
✔ [6989/7050] Built Mathlib.Order.PrimeSeparator (2.6s)
✔ [6990/7059] Built Mathlib.Probability.Notation (3.5s)
✔ [6991/7074] Built Mathlib.Order.Sublocale (3.8s)
✔ [6992/7075] Built Mathlib.Probability.Process.Adapted (3.9s)
✔ [6993/7075] Built Mathlib.Probability.Kernel.Defs (4.2s)
✔ [6994/7075] Built Mathlib.Probability.Kernel.Disintegration.MeasurableStieltjes (3.7s)
✔ [6995/7097] Built Mathlib.Probability.Distributions.Beta (5.1s)
✔ [6996/7098] Built Mathlib.Probability.ProbabilityMassFunction.Basic (4.1s)
✔ [6997/7098] Built Mathlib.Probability.Kernel.IonescuTulcea.Maps (4.1s)
✔ [6998/7098] Built Mathlib.Probability.Process.PartitionFiltration (4.4s)
✔ [6999/7102] Built Mathlib.Probability.Moments.IntegrableExpMul (7.7s)
✔ [7000/7103] Built Mathlib.Probability.Kernel.Basic (5.1s)
✔ [7001/7104] Built Mathlib.Probability.Process.Predictable (5.9s)
✔ [7002/7104] Built Mathlib.Probability.Process.Kolmogorov (4.5s)
✔ [7003/7107] Built Mathlib.Probability.Distributions.Geometric (4.0s)
✔ [7004/7107] Built Mathlib.Probability.Distributions.Poisson (4.4s)
✔ [7005/7107] Built Mathlib.Probability.ProbabilityMassFunction.Monad (4.9s)
✔ [7006/7109] Built Mathlib.Probability.Distributions.Fernique (10s)
✔ [7007/7109] Built Mathlib.Probability.Kernel.Integral (4.1s)
✔ [7008/7112] Built Mathlib.Probability.Kernel.MeasurableLIntegral (3.3s)
✔ [7009/7112] Built Mathlib.Probability.Kernel.Composition.MapComap (4.7s)
✔ [7010/7112] Built Mathlib.RingTheory.SimpleModule.InjectiveProjective (2.6s)
✔ [7011/7112] Built Mathlib.Probability.Kernel.Composition.CompNotation (2.9s)
✔ [7012/7112] Built Mathlib.Probability.ProbabilityMassFunction.Constructions (3.6s)
✔ [7013/7115] Built Mathlib.Probability.Process.Stopping (12s)
✔ [7014/7115] Built Mathlib.RepresentationTheory.Maschke (4.0s)
✔ [7015/7115] Built Mathlib.Probability.Kernel.SetIntegral (3.2s)
✔ [7016/7115] Built Mathlib.Probability.Kernel.Composition.Comp (2.8s)
✔ [7017/7117] Built Mathlib.Probability.Kernel.Composition.ParallelComp (3.0s)
✔ [7018/7118] Built Mathlib.Probability.Kernel.WithDensity (3.9s)
✔ [7019/7118] Built Mathlib.Probability.Kernel.MeasurableIntegral (4.2s)
✔ [7020/7130] Built Mathlib.Probability.ProbabilityMassFunction.Binomial (2.7s)
✔ [7021/7135] Built Mathlib.Probability.ProbabilityMassFunction.Integrals (3.1s)
✔ [7022/7135] Built Mathlib.RingTheory.DedekindDomain.Different (34s)
✔ [7023/7139] Built Mathlib.Probability.Decision.Risk.Defs (2.0s)
✔ [7024/7139] Built Mathlib.Probability.Kernel.Proper (4.7s)
✔ [7025/7140] Built Mathlib.Probability.Kernel.Composition.CompMap (2.0s)
✔ [7026/7140] Built Mathlib.Probability.Process.HittingTime (5.3s)
✔ [7027/7141] Built Mathlib.Probability.Martingale.Basic (6.1s)
✔ [7028/7141] Built Mathlib.Probability.Kernel.Composition.CompProd (4.6s)
✔ [7029/7141] Built Mathlib.RingTheory.AdicCompletion.Noetherian (3.1s)
✔ [7030/7141] Built Mathlib.RingTheory.AdicCompletion.LocalRing (3.8s)
✔ [7031/7141] Built Mathlib.RingTheory.Algebraic.Pi (2.8s)
✔ [7032/7141] Built Mathlib.Topology.Algebra.Nonarchimedean.AdicTopology (3.6s)
✔ [7033/7144] Built Mathlib.Probability.Kernel.Composition.Prod (3.4s)
✔ [7034/7144] Built Mathlib.RingTheory.Artinian.Algebra (3.3s)
✔ [7035/7144] Built Mathlib.Probability.Martingale.OptionalSampling (4.2s)
✔ [7036/7144] Built Mathlib.RingTheory.AlgebraicIndependent.AlgebraicClosure (5.3s)
✔ [7037/7144] Built Mathlib.Probability.Martingale.OptionalStopping (5.0s)
✔ [7038/7146] Built Mathlib.Probability.Martingale.Centering (4.6s)
✔ [7039/7147] Built Mathlib.Probability.Martingale.Upcrossing (6.1s)
✔ [7040/7148] Built Mathlib.Probability.Kernel.Composition.MeasureCompProd (4.1s)
✔ [7041/7148] Built Mathlib.RepresentationTheory.Rep (21s)
✔ [7042/7149] Built Mathlib.RingTheory.AdicCompletion.Topology (3.2s)
✔ [7043/7149] Built Mathlib.Probability.Kernel.Composition.KernelLemmas (2.0s)
✔ [7044/7150] Built Mathlib.Probability.Kernel.Disintegration.CDFToKernel (6.4s)
✔ [7045/7150] Built Mathlib.RingTheory.Coalgebra.MonoidAlgebra (3.5s)
✔ [7046/7150] Built Mathlib.RingTheory.AdicCompletion.Algebra (14s)
✔ [7047/7150] Built Mathlib.Probability.Kernel.IonescuTulcea.PartialTraj (5.2s)
✔ [7048/7150] Built Mathlib.RingTheory.Coalgebra.MulOpposite (3.0s)
✔ [7049/7150] Built Mathlib.Probability.Martingale.Convergence (4.3s)
✔ [7050/7150] Built Mathlib.Probability.Kernel.Disintegration.Basic (3.9s)
✔ [7051/7150] Built Mathlib.RingTheory.Coalgebra.Convolution (5.9s)
✔ [7052/7152] Built Mathlib.RingTheory.Complex (2.5s)
✔ [7053/7152] Built Mathlib.Probability.Kernel.Composition.MeasureComp (2.7s)
✔ [7054/7152] Built Mathlib.RingTheory.DedekindDomain.LinearDisjoint (17s)
✔ [7055/7153] Built Mathlib.RingTheory.Flat.Domain (9.9s)
✔ [7056/7153] Built Mathlib.Probability.Kernel.Disintegration.CondCDF (3.3s)
✔ [7057/7153] Built Mathlib.RingTheory.Congruence.BigOperators (2.5s)
✔ [7058/7154] Built Mathlib.RepresentationTheory.FDRep (5.3s)
✔ [7059/7154] Built Mathlib.RepresentationTheory.Homological.Resolution (7.6s)
✔ [7060/7154] Built Mathlib.RingTheory.AdicCompletion.RingHom (3.2s)
✔ [7061/7154] Built Mathlib.Probability.Martingale.BorelCantelli (4.2s)
✔ [7062/7154] Built Mathlib.RingTheory.Bialgebra.MonoidAlgebra (5.5s)
✔ [7063/7154] Built Mathlib.Probability.Decision.Risk.Basic (4.0s)
✔ [7064/7154] Built Mathlib.Probability.Kernel.Disintegration.Density (5.1s)
✔ [7065/7154] Built Mathlib.RepresentationTheory.Coinduced (10s)
✔ [7066/7154] Built Mathlib.Probability.Kernel.Invariance (3.7s)
✔ [7067/7155] Built Mathlib.Probability.Kernel.Composition.Lemmas (2.8s)
✔ [7068/7155] Built Mathlib.RingTheory.Extension.Cotangent.LocalizationAway (8.3s)
✔ [7069/7155] Built Mathlib.RingTheory.Coalgebra.GroupLike (4.1s)
✔ [7070/7156] Built Mathlib.Probability.Kernel.Composition.IntegralCompProd (5.5s)
✔ [7071/7156] Built Mathlib.RingTheory.DedekindDomain.SInteger (3.9s)
✔ [7072/7156] Built Mathlib.Probability.CDF (3.5s)
✔ [7073/7156] Built Mathlib.RingTheory.AdicCompletion.Functoriality (10s)
✔ [7074/7156] Built Mathlib.RepresentationTheory.Coinvariants (16s)
✔ [7075/7156] Built Mathlib.RepresentationTheory.GroupCohomology.Resolution (2.0s)
✔ [7076/7156] Built Mathlib.Probability.Independence.Kernel (11s)
✔ [7077/7156] Built Mathlib.Probability.Kernel.Disintegration.StandardBorel (3.9s)
✔ [7078/7156] Built Mathlib.RepresentationTheory.Tannaka (6.9s)
✔ [7079/7158] Built Mathlib.Probability.Kernel.RadonNikodym (4.6s)
✔ [7080/7158] Built Mathlib.RingTheory.DedekindDomain.SelmerGroup (5.6s)
✔ [7081/7158] Built Mathlib.RingTheory.DividedPowers.Basic (4.4s)
✔ [7082/7158] Built Mathlib.RingTheory.CotangentLocalizationAway (2.9s)
✔ [7083/7158] Built Mathlib.RingTheory.Bialgebra.GroupLike (2.9s)
✔ [7084/7159] Built Mathlib.RepresentationTheory.Homological.GroupCohomology.Basic (7.0s)
✔ [7085/7159] Built Mathlib.Probability.Distributions.Gamma (3.3s)
✔ [7086/7160] Built Mathlib.NumberTheory.NumberField.Discriminant.Different (12s)
✔ [7087/7160] Built Mathlib.RepresentationTheory.Invariants (8.7s)
✔ [7088/7160] Built Mathlib.Probability.Distributions.Pareto (3.7s)
✔ [7089/7161] Built Mathlib.Probability.Kernel.IonescuTulcea.Traj (6.2s)
✔ [7090/7161] Built Mathlib.Probability.Kernel.Composition.AbsolutelyContinuous (3.6s)
✔ [7091/7161] Built Mathlib.Probability.Kernel.Disintegration.Integral (4.2s)
✔ [7092/7161] Built Mathlib.RingTheory.DividedPowers.RatAlgebra (3.7s)
✔ [7093/7161] Built Mathlib.RepresentationTheory.Homological.FiniteCyclic (6.0s)
✔ [7094/7161] Built Mathlib.RepresentationTheory.Homological.GroupHomology.Basic (6.7s)
✔ [7095/7161] Built Mathlib.RingTheory.AdicCompletion.Exactness (6.9s)
✔ [7096/7161] Built Mathlib.RingTheory.DividedPowers.DPMorphism (3.4s)
✔ [7097/7161] Built Mathlib.Probability.Independence.Basic (5.6s)
✔ [7098/7161] Built Mathlib.RepresentationTheory.GroupCohomology.Basic (3.5s)
✔ [7099/7162] Built Mathlib.RingTheory.EisensteinCriterion (2.5s)
✔ [7100/7162] Built Mathlib.Probability.Distributions.Exponential (4.0s)
✔ [7101/7162] Built Mathlib.RepresentationTheory.Character (4.2s)
✔ [7102/7165] Built Mathlib.Probability.Kernel.CompProdEqIff (3.9s)
✔ [7103/7165] Built Mathlib.RingTheory.DualNumber (4.0s)
✔ [7104/7165] Built Mathlib.RingTheory.DividedPowers.Padic (4.6s)
✔ [7105/7165] Built Mathlib.Probability.ProductMeasure (5.6s)
✔ [7106/7165] Built Mathlib.Probability.Kernel.Disintegration.Unique (4.3s)
✔ [7107/7165] Built Mathlib.Probability.Independence.Process (3.7s)
✔ [7108/7166] Built Mathlib.Probability.Independence.CharacteristicFunction (4.4s)
✔ [7109/7166] Built Mathlib.RingTheory.DividedPowers.SubDPIdeal (4.8s)
✔ [7110/7166] Built Mathlib.Probability.ConditionalExpectation (4.4s)
✔ [7111/7167] Built Mathlib.Probability.Density (4.6s)
✔ [7112/7167] Built Mathlib.Probability.Independence.Integrable (4.4s)
✔ [7113/7167] Built Mathlib.RepresentationTheory.FinGroupCharZero (4.0s)
✔ [7114/7167] Built Mathlib.Probability.Kernel.Posterior (4.1s)
✔ [7115/7168] Built Mathlib.Probability.Independence.InfinitePi (4.2s)
✔ [7116/7168] Built Mathlib.RingTheory.Unramified.Pi (5.3s)
✔ [7117/7168] Built Mathlib.RingTheory.Smooth.Pi (6.7s)
✔ [7118/7168] Built Mathlib.Probability.Kernel.CondDistrib (5.7s)
✔ [7119/7169] Built Mathlib.RingTheory.AdicCompletion.AsTensorProduct (13s)
✔ [7120/7169] Built Mathlib.RepresentationTheory.Homological.GroupCohomology.LowDegree (17s)
✔ [7121/7170] Built Mathlib.RingTheory.Extension (2.4s)
✔ [7122/7170] Built Mathlib.Probability.BorelCantelli (3.4s)
✔ [7123/7171] Built Mathlib.RingTheory.Etale.Pi (2.4s)
✔ [7124/7171] Built Mathlib.Probability.Distributions.Uniform (5.8s)
✔ [7125/7171] Built Mathlib.Probability.Independence.Integration (4.3s)
✔ [7126/7171] Built Mathlib.Probability.Kernel.Condexp (4.0s)
✔ [7127/7172] Built Mathlib.RingTheory.Extension.Cotangent.Free (5.8s)
✔ [7128/7173] Built Mathlib.Probability.Independence.BoundedContinuousFunction (8.8s)
✔ [7129/7173] Built Mathlib.RingTheory.Etale.StandardEtale (8.5s)
✔ [7130/7173] Built Mathlib.RepresentationTheory.Induced (28s)
✔ [7131/7173] Built Mathlib.RepresentationTheory.GroupCohomology.LowDegree (2.0s)
✔ [7132/7173] Built Mathlib.RepresentationTheory.Homological.GroupCohomology.Hilbert90 (3.4s)
✔ [7133/7174] Built Mathlib.RingTheory.FilteredAlgebra.Basic (2.6s)
✔ [7134/7174] Built Mathlib.RingTheory.Extension.Presentation.Core (6.5s)
✔ [7135/7174] Built Mathlib.RingTheory.FiniteLength (3.4s)
✔ [7136/7174] Built Mathlib.Probability.Integration (3.5s)
✔ [7137/7174] Built Mathlib.RingTheory.Finiteness.Lattice (2.3s)
✔ [7138/7175] Built Mathlib.Probability.Moments.Covariance (4.1s)
✔ [7139/7176] Built Mathlib.RingTheory.Finiteness.ModuleFinitePresentation (3.6s)
✔ [7140/7176] Built Mathlib.RepresentationTheory.Homological.GroupHomology.Shapiro (3.8s)
✔ [7141/7177] Built Mathlib.RepresentationTheory.Homological.GroupHomology.LowDegree (26s)
✔ [7142/7178] Built Mathlib.RepresentationTheory.GroupCohomology.Hilbert90 (3.0s)
✔ [7143/7178] Built Mathlib.RingTheory.Flat.CategoryTheory (2.7s)
✔ [7144/7178] Built Mathlib.Probability.Independence.Conditional (6.8s)
✔ [7145/7179] Built Mathlib.RepresentationTheory.Homological.GroupCohomology.Shapiro (4.5s)
✔ [7146/7179] Built Mathlib.RingTheory.Etale.Field (7.0s)
✔ [7147/7180] Built Mathlib.RingTheory.Flat.FaithfullyFlat.Descent (3.9s)
✔ [7148/7180] Built Mathlib.Probability.Moments.Variance (4.6s)
✔ [7149/7180] Built Mathlib.RingTheory.Flat.TorsionFree (3.6s)
✔ [7150/7180] Built Mathlib.RingTheory.Generators (2.5s)
✔ [7151/7180] Built Mathlib.Probability.Independence.ZeroOne (3.8s)
✔ [7152/7180] Built Mathlib.RingTheory.Frobenius (4.3s)
✔ [7153/7180] Built Mathlib.RingTheory.GradedAlgebra.Noetherian (2.3s)
✔ [7154/7182] Built Mathlib.RingTheory.GradedAlgebra.Homogeneous.Subsemiring (3.0s)
✔ [7155/7185] Built Mathlib.Probability.HasLaw (3.3s)
✔ [7156/7185] Built Mathlib.RepresentationTheory.Homological.GroupCohomology.Functoriality (16s)
✔ [7157/7185] Built Mathlib.Probability.Variance (3.0s)
✔ [7158/7185] Built Mathlib.RepresentationTheory.Homological.GroupHomology.FiniteCyclic (8.3s)
✔ [7159/7187] Built Mathlib.RepresentationTheory.FiniteIndex (11s)
✔ [7160/7188] Built Mathlib.Probability.IdentDistrib (3.7s)
✔ [7161/7189] Built Mathlib.Probability.CondVar (4.4s)
✔ [7162/7189] Built Mathlib.RingTheory.TensorProduct.IsBaseChangePi (3.2s)
✔ [7163/7189] Built Mathlib.Probability.HasLawExists (3.5s)
✔ [7164/7189] Built Mathlib.RepresentationTheory.GroupCohomology.Functoriality (2.7s)
✔ [7165/7190] Built Mathlib.RingTheory.LocalProperties.Projective (6.1s)
✔ [7166/7191] Built Mathlib.RingTheory.Localization.Free (5.7s)
✔ [7167/7191] Built Mathlib.Probability.Process.FiniteDimensionalLaws (3.3s)
✔ [7168/7192] Built Mathlib.RepresentationTheory.Homological.GroupCohomology.LongExactSequence (5.7s)
✔ [7169/7193] Built Mathlib.Probability.Moments.Basic (4.4s)
✔ [7170/7193] Built Mathlib.RingTheory.HahnSeries.Valuation (2.6s)
✔ [7171/7193] Built Mathlib.RingTheory.HahnSeries.HahnEmbedding (3.0s)
✔ [7172/7196] Built Mathlib.RingTheory.HahnSeries.PowerSeries (3.7s)
✔ [7173/7196] Built Mathlib.Probability.Moments.CovarianceBilinDual (11s)
✔ [7174/7198] Built Mathlib.RingTheory.HopfAlgebra.GroupLike (2.9s)
✔ [7175/7199] Built Mathlib.RingTheory.HahnSeries.Summable (9.3s)
✔ [7176/7199] Built Mathlib.RingTheory.Noetherian.Nilpotent (2.5s)
✔ [7177/7202] Built Mathlib.RingTheory.Henselian (4.2s)
✔ [7178/7203] Built Mathlib.RingTheory.HopfAlgebra.MonoidAlgebra (4.5s)
✔ [7179/7206] Built Mathlib.RingTheory.KrullDimension.Zero (3.0s)
✔ [7180/7206] Built Mathlib.Probability.Moments.ComplexMGF (5.5s)
✔ [7181/7208] Built Mathlib.RingTheory.Spectrum.Prime.FreeLocus (8.7s)
✔ [7182/7208] Built Mathlib.Probability.StrongLaw (12s)
✔ [7183/7210] Built Mathlib.RingTheory.Ideal.Height (4.6s)
✔ [7184/7210] Built Mathlib.RingTheory.Invariant (3.7s)
✔ [7185/7211] Built Mathlib.Topology.Algebra.ClopenNhdofOne (2.0s)
✔ [7186/7211] Built Mathlib.RingTheory.Ideal.AssociatedPrime.Basic (5.3s)
✔ [7187/7212] Built Mathlib.RingTheory.HahnSeries.HEval (6.0s)
✔ [7188/7212] Built Mathlib.RingTheory.Kaehler.CotangentComplex (2.5s)
✔ [7189/7212] Built Mathlib.RingTheory.HopkinsLevitzki (4.0s)
✔ [7190/7214] Built Mathlib.Probability.Moments.CovarianceBilin (8.5s)
✔ [7191/7214] Built Mathlib.RingTheory.Grassmannian (3.3s)
✔ [7192/7214] Built Mathlib.RingTheory.KrullDimension.Field (3.0s)
✔ [7193/7215] Built Mathlib.Probability.Moments.MGFAnalytic (5.1s)
✔ [7194/7215] Built Mathlib.RingTheory.Ideal.AssociatedPrime.Localization (3.4s)
✔ [7195/7215] Built Mathlib.Topology.Algebra.Category.ProfiniteGrp.Limits (4.4s)
✔ [7196/7215] Built Mathlib.RingTheory.Ideal.AssociatedPrime (2.4s)
✔ [7197/7215] Built Mathlib.RingTheory.KrullDimension.NonZeroDivisors (2.7s)
✔ [7198/7217] Built Mathlib.RingTheory.Jacobson.Artinian (3.0s)
✔ [7199/7217] Built Mathlib.RingTheory.Spectrum.Prime.Module (2.9s)
✔ [7200/7219] Built Mathlib.RingTheory.KrullDimension.LocalRing (2.7s)
✔ [7201/7221] Built Mathlib.RingTheory.Ideal.KrullsHeightTheorem (4.2s)
✔ [7202/7223] Built Mathlib.Probability.Moments.Tilted (3.4s)
✔ [7203/7223] Built Mathlib.RingTheory.KrullDimension.PID (2.7s)
✔ [7204/7223] Built Mathlib.RepresentationTheory.Homological.GroupHomology.Functoriality (31s)
✔ [7205/7224] Built Mathlib.RingTheory.Ideal.AssociatedPrime.Finiteness (7.5s)
✔ [7206/7224] Built Mathlib.RingTheory.KrullDimension.Module (3.3s)
✔ [7207/7225] Built Mathlib.Probability.Distributions.Gaussian.Real (5.9s)
✔ [7208/7225] Built Mathlib.RingTheory.Lasker (2.9s)
✔ [7209/7226] Built Mathlib.RingTheory.Spectrum.Prime.LTSeries (3.6s)
✔ [7210/7226] Built Mathlib.RingTheory.Regular.IsSMulRegular (4.3s)
✔ [7211/7227] Built Mathlib.RingTheory.LocalRing.ResidueField.Fiber (7.3s)
✔ [7212/7227] Built Mathlib.RingTheory.Length (4.1s)
✔ [7213/7228] Built Mathlib.Probability.Moments.SubGaussian (6.6s)
✔ [7214/7228] Built Mathlib.Probability.Distributions.Gaussian (3.8s)
✔ [7215/7229] Built Mathlib.RingTheory.LocalProperties.Semilocal (4.1s)
✔ [7216/7230] Built Mathlib.RingTheory.LocalRing.NonLocalRing (2.8s)
✔ [7217/7231] Built Mathlib.RepresentationTheory.Homological.GroupHomology.LongExactSequence (7.9s)
✔ [7218/7232] Built Mathlib.RingTheory.KrullDimension.Polynomial (3.4s)
✔ [7219/7233] Built Mathlib.Probability.Distributions.Gaussian.Basic (8.6s)
✔ [7220/7233] Built Mathlib.RingTheory.LocalRing.Subring (1.9s)
✔ [7221/7234] Built Mathlib.RingTheory.Localization.AtPrime (2.2s)
✔ [7222/7235] Built Mathlib.RingTheory.Kaehler.TensorProduct (21s)
✔ [7223/7236] Built Mathlib.RingTheory.LittleWedderburn (9.5s)
✔ [7224/7237] Built Mathlib.RingTheory.Localization.Pi (3.2s)
✔ [7225/7238] Built Mathlib.RingTheory.Localization.AtPrime.Extension (3.6s)
✔ [7226/7239] Built Mathlib.RingTheory.Morita.Basic (2.5s)
✔ [7227/7241] Built Mathlib.RingTheory.MvPolynomial.Ideal (2.3s)
✔ [7228/7242] Built Mathlib.RingTheory.MvPolynomial.EulerIdentity (2.8s)
✔ [7229/7243] Built Mathlib.RingTheory.Regular.RegularSequence (9.1s)
✔ [7230/7244] Built Mathlib.RingTheory.MvPolynomial.Symmetric.FundamentalTheorem (4.0s)
✔ [7231/7244] Built Mathlib.RingTheory.LaurentSeries (15s)
✔ [7232/7245] Built Mathlib.RingTheory.MvPowerSeries.LinearTopology (3.2s)
✔ [7233/7247] Built Mathlib.RingTheory.Invariant.Profinite (19s)
✔ [7234/7247] Built Mathlib.RingTheory.MvPowerSeries.Evaluation (3.7s)
✔ [7235/7249] Built Mathlib.RingTheory.Noetherian.Filter (2.5s)
✔ [7236/7249] Built Mathlib.RingTheory.Nilpotent.GeometricallyReduced (3.8s)
✔ [7237/7250] Built Mathlib.Probability.Distributions.Gaussian.Fernique (7.4s)
✔ [7238/7251] Built Mathlib.RingTheory.Noetherian.OfPrime (2.8s)
✔ [7239/7252] Built Mathlib.RingTheory.NormTrace (2.9s)
✔ [7240/7253] Built Mathlib.RingTheory.NoetherNormalization (5.9s)
✔ [7241/7253] Built Mathlib.RingTheory.KrullDimension.Regular (4.5s)
✔ [7242/7255] Built Mathlib.RingTheory.OrderOfVanishing (4.4s)
✔ [7243/7255] Built Mathlib.RingTheory.Polynomial.ContentIdeal (3.5s)
✔ [7244/7258] Built Mathlib.RingTheory.MvPowerSeries.Substitution (5.4s)
✔ [7245/7259] Built Mathlib.RingTheory.MvPolynomial.Symmetric.NewtonIdentities (10s)
✔ [7246/7261] Built Mathlib.RingTheory.Polynomial.Cyclotomic.Factorization (4.6s)
✔ [7247/7262] Built Mathlib.RingTheory.Polynomial.Dickson (3.5s)
✔ [7248/7263] Built Mathlib.RingTheory.Perfection (7.8s)
✔ [7249/7264] Built Mathlib.RingTheory.Polynomial.Eisenstein.Distinguished (3.4s)
✔ [7250/7264] Built Mathlib.RingTheory.Polynomial.DegreeLT (4.8s)
✔ [7251/7265] Built Mathlib.RingTheory.Polynomial.Eisenstein.Generalized (2.8s)
✔ [7252/7266] Built Mathlib.RingTheory.PowerSeries.GaussNorm (2.7s)
✔ [7253/7267] Built Mathlib.RingTheory.Polynomial.Hermite.Basic (3.1s)
✔ [7254/7267] Built Mathlib.RingTheory.Polynomial.IrreducibleRing (2.5s)
✔ [7255/7268] Built Mathlib.RingTheory.Polynomial.HilbertPoly (3.2s)
✔ [7256/7268] Built Mathlib.RingTheory.Polynomial.Opposites (2.7s)
✔ [7257/7269] Built Mathlib.RingTheory.Polynomial.IsIntegral (3.7s)
✔ [7258/7270] Built Mathlib.RingTheory.Polynomial.GaussNorm (2.5s)
✔ [7259/7271] Built Mathlib.RingTheory.Polynomial.ShiftedLegendre (3.0s)
✔ [7260/7272] Built Mathlib.RingTheory.Perfectoid.Untilt (4.4s)
✔ [7261/7274] Built Mathlib.RingTheory.PiTensorProduct (11s)
✔ [7262/7274] Built Mathlib.RingTheory.Polynomial.Selmer (3.7s)
✔ [7263/7277] Built Mathlib.RingTheory.Polynomial.SmallDegreeVieta (3.4s)
✔ [7264/7278] Built Mathlib.RingTheory.Polynomial.Hermite.Gaussian (3.1s)
✔ [7265/7279] Built Mathlib.RingTheory.PowerSeries.CoeffMulMem (2.4s)
✔ [7266/7280] Built Mathlib.RingTheory.PowerSeries.Binomial (2.9s)
✔ [7267/7280] Built Mathlib.RingTheory.PicardGroup (12s)
✔ [7268/7280] Built Mathlib.RingTheory.PolynomialLaw.Basic (4.5s)
